contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,mid,T,r
A130518C00040000,A,2013-05-18,call,40.0,A,4.0,,4.1,,2,302,2013-01-08,0.6475,0.05,-3.6974,9.2842,0.2942,4.05,0.3561643835616438,0.1
A130518C00041000,A,2013-05-18,call,41.0,A,3.35,,3.45,,0,327,2013-01-08,0.5951,0.054,-3.7474,9.6979,0.2843,3.4000000000000004,0.3561643835616438,0.1
A130518C00042000,A,2013-05-18,call,42.0,A,2.81,,2.87,,0,664,2013-01-08,0.5389,0.0566,-3.7757,9.9429,0.2783,2.84,0.3561643835616438,0.1
A130518C00043000,A,2013-05-18,call,43.0,A,2.3,,2.35,,0,322,2013-01-08,0.4804,0.0583,-3.7093,9.984,0.2713,2.325,0.3561643835616438,0.1
A130518C00044000,A,2013-05-18,call,44.0,A,1.85,,1.89,,0,194,2013-01-08,0.4209,0.0586,-3.5648,9.8034,0.2649,1.87,0.3561643835616438,0.1
A130518C00045000,A,2013-05-18,call,45.0,A,1.46,,1.5,,13,546,2013-01-08,0.3621,0.0575,-3.3516,9.4004,0.2591,1.48,0.3561643835616438,0.1
A130518C00046000,A,2013-05-18,call,46.0,A,1.13,,1.17,,0,67,2013-01-08,0.3053,0.0549,-3.0726,8.7899,0.2535,1.15,0.3561643835616438,0.1
A130518C00047000,A,2013-05-18,call,47.0,A,0.87,,0.91,,0,125,2013-01-08,0.2538,0.0509,-2.7772,8.0374,0.2501,0.89,0.3561643835616438,0.1
A130518C00048000,A,2013-05-18,call,48.0,A,0.65,,0.69,,3,186,2013-01-08,0.2069,0.0461,-2.4466,7.1697,0.2466,0.6699999999999999,0.3561643835616438,0.1
A130518C00049000,A,2013-05-18,call,49.0,A,0.48,,0.51,,0,6,2013-01-08,0.1638,0.0406,-2.0789,6.2018,0.2419,0.495,0.3561643835616438,0.1
A130518C00050000,A,2013-05-18,call,50.0,A,0.34,,0.37,,0,12,2013-01-08,0.1269,0.0348,-1.722,5.2215,0.2377,0.355,0.3561643835616438,0.1
A130518C00052500,A,2013-05-18,call,52.5,A,0.14,,0.2,,0,0,2013-01-08,0.0679,0.022,-1.0858,3.2946,0.2369,0.17,0.3561643835616438,0.1
A130518C00055000,A,2013-05-18,call,55.0,A,0.05,,0.1,,0,5,2013-01-08,0.033,0.0125,-0.6049,1.8485,0.2348,0.07500000000000001,0.3561643835616438,0.1
A130518C00060000,A,2013-05-18,call,60.0,A,0.0,,0.04,,0,0,2013-01-08,0.0173,0.0063,-0.4068,1.0746,0.2708,0.02,0.3561643835616438,0.1
A130817C00021000,A,2013-08-17,call,21.0,A,20.85,,23.1,,0,0,2013-01-08,0.9943,0.0005,0.1965,0.1526,0.313,21.975,0.6054794520547945,0.1
A130817C00022000,A,2013-08-17,call,22.0,A,18.9,,22.1,,0,0,2013-01-08,0.9931,0.0008,0.1641,0.2651,0.313,20.5,0.6054794520547945,0.1
A130817C00023000,A,2013-08-17,call,23.0,A,17.75,,21.25,,0,0,2013-01-08,0.9912,0.0013,0.1169,0.4343,0.313,19.5,0.6054794520547945,0.1
A130817C00024000,A,2013-08-17,call,24.0,A,16.9,,20.15,,0,0,2013-01-08,0.9883,0.002,0.0509,0.6751,0.313,18.525,0.6054794520547945,0.1
A130817C00025000,A,2013-08-17,call,25.0,A,15.85,,19.1,,0,0,2013-01-08,0.984,0.003,-0.0373,1.0014,0.313,17.475,0.6054794520547945,0.1
A130817C00026000,A,2013-08-17,call,26.0,A,16.25,,18.15,,0,0,2013-01-08,0.9781,0.0042,-0.1509,1.4244,0.313,17.2,0.6054794520547945,0.1
A130817C00027000,A,2013-08-17,call,27.0,A,15.3,,17.2,,0,0,2013-01-08,0.9702,0.0057,-0.2917,1.9507,0.313,16.25,0.6054794520547945,0.1
A130817C00028000,A,2013-08-17,call,28.0,A,12.95,,16.45,,0,0,2013-01-08,0.9599,0.0077,-0.4599,2.5817,0.313,14.7,0.6054794520547945,0.1
A130817C00029000,A,2013-08-17,call,29.0,A,12.15,,15.4,,0,0,2013-01-08,0.9469,0.0098,-0.6544,3.3123,0.313,13.775,0.6054794520547945,0.1
A130817C00030000,A,2013-08-17,call,30.0,A,12.55,,14.4,,0,0,2013-01-08,0.9312,0.0123,-0.8722,4.1315,0.313,13.475000000000001,0.6054794520547945,0.1
A130817C00031000,A,2013-08-17,call,31.0,A,11.1,,12.45,,0,0,2013-01-08,0.9124,0.0149,-1.1091,5.0223,0.313,11.774999999999999,0.6054794520547945,0.1
A130817C00032000,A,2013-08-17,call,32.0,A,10.75,,11.55,,0,0,2013-01-08,0.8545,0.0178,-2.1403,7.3313,0.3824,11.15,0.6054794520547945,0.1
A130817C00033000,A,2013-08-17,call,33.0,A,9.95,,10.7,,0,0,2013-01-08,0.8329,0.0199,-2.3351,8.0594,0.3761,10.325,0.6054794520547945,0.1
A130817C00034000,A,2013-08-17,call,34.0,A,9.0,,9.6,,0,0,2013-01-08,0.8219,0.0228,-2.2153,8.405,0.3427,9.3,0.6054794520547945,0.1
A130817C00035000,A,2013-08-17,call,35.0,A,8.35,,8.95,,0,0,2013-01-08,0.7883,0.0247,-2.5686,9.3654,0.3521,8.649999999999999,0.6054794520547945,0.1
A130817C00036000,A,2013-08-17,call,36.0,A,7.6,,8.0,,0,0,2013-01-08,0.7641,0.0276,-2.6235,9.9785,0.3363,7.8,0.6054794520547945,0.1
A130817C00037000,A,2013-08-17,call,37.0,A,6.85,,7.25,,0,0,2013-01-08,0.734,0.0302,-2.7462,10.6517,0.3281,7.05,0.6054794520547945,0.1
A130817C00038000,A,2013-08-17,call,38.0,A,6.1,,6.25,,0,0,2013-01-08,0.7058,0.034,-2.7011,11.1986,0.3064,6.175,0.6054794520547945,0.1
A130817C00039000,A,2013-08-17,call,39.0,A,5.45,,5.6,,0,10,2013-01-08,0.6685,0.0363,-2.8225,11.8058,0.3022,5.525,0.6054794520547945,0.1
A130817C00040000,A,2013-08-17,call,40.0,A,4.8,,4.95,,0,11,2013-01-08,0.6298,0.0388,-2.8789,12.3016,0.2947,4.875,0.6054794520547945,0.1
A130817C00041000,A,2013-08-17,call,41.0,A,4.25,,4.35,,0,8,2013-01-08,0.5887,0.0406,-2.9341,12.6849,0.2902,4.3,0.6054794520547945,0.1
A130817C00042000,A,2013-08-17,call,42.0,A,3.65,,3.8,,0,8,2013-01-08,0.5459,0.0425,-2.9222,12.9317,0.2827,3.7249999999999996,0.6054794520547945,0.1
A130817C00043000,A,2013-08-17,call,43.0,A,3.15,,3.3,,0,5,2013-01-08,0.5021,0.0436,-2.9038,13.0264,0.2781,3.2249999999999996,0.6054794520547945,0.1
A130817C00044000,A,2013-08-17,call,44.0,A,2.74,,2.8,,0,24,2013-01-08,0.4581,0.044,-2.8539,12.9618,0.274,2.77,0.6054794520547945,0.1
A130817C00045000,A,2013-08-17,call,45.0,A,2.32,,2.38,,0,37,2013-01-08,0.4139,0.044,-2.7629,12.735,0.2693,2.3499999999999996,0.6054794520547945,0.1
A130817C00046000,A,2013-08-17,call,46.0,A,1.95,,2.01,,27,22,2013-01-08,0.3701,0.0434,-2.6383,12.3485,0.2648,1.98,0.6054794520547945,0.1
A130817C00047000,A,2013-08-17,call,47.0,A,1.62,,1.68,,0,29,2013-01-08,0.3278,0.0422,-2.4873,11.8141,0.2605,1.65,0.6054794520547945,0.1
A130817C00048000,A,2013-08-17,call,48.0,A,1.34,,1.4,,0,0,2013-01-08,0.2881,0.0403,-2.3254,11.1649,0.2572,1.37,0.6054794520547945,0.1
A130817C00049000,A,2013-08-17,call,49.0,A,1.1,,1.16,,25,24,2013-01-08,0.2503,0.0381,-2.1419,10.4076,0.2539,1.13,0.6054794520547945,0.1
A130817C00050000,A,2013-08-17,call,50.0,A,0.89,,0.95,,4,0,2013-01-08,0.215,0.0354,-1.9438,9.565,0.2504,0.9199999999999999,0.6054794520547945,0.1
A130817C00052500,A,2013-08-17,call,52.5,A,0.51,,0.56,,0,0,2013-01-08,0.1418,0.028,-1.4592,7.3526,0.2439,0.535,0.6054794520547945,0.1
A130817C00055000,A,2013-08-17,call,55.0,A,0.27,,0.36,,0,2,2013-01-08,0.0922,0.0208,-1.0699,5.4154,0.2423,0.315,0.6054794520547945,0.1
A130817C00060000,A,2013-08-17,call,60.0,A,0.07,,0.13,,0,1,2013-01-08,0.0339,0.0095,-0.4796,2.466,0.2378,0.1,0.6054794520547945,0.1
A140118C00020000,A,2014-01-18,call,20.0,A,20.8,,24.05,,0,5,2013-01-08,0.9458,0.0044,-0.7325,4.0798,0.5132,22.425,1.0273972602739727,0.1
A140118C00023000,A,2014-01-18,call,23.0,A,18.75,,20.65,,0,0,2013-01-08,0.9249,0.0064,-0.988,5.4972,0.4713,19.7,1.0273972602739727,0.1
A140118C00025000,A,2014-01-18,call,25.0,A,16.8,,18.85,,0,37,2013-01-08,0.9073,0.0081,-1.1631,6.5775,0.4455,17.825000000000003,1.0273972602739727,0.1
A140118C00028000,A,2014-01-18,call,28.0,A,14.2,,16.05,,0,0,2013-01-08,0.8823,0.0112,-1.2543,7.9623,0.3878,15.125,1.0273972602739727,0.1
A140118C00030000,A,2014-01-18,call,30.0,A,12.65,,14.2,,0,10,2013-01-08,0.8487,0.0138,-1.5451,9.6039,0.3809,13.425,1.0273972602739727,0.1
A140118C00032000,A,2014-01-18,call,32.0,A,11.4,,12.2,,0,114,2013-01-08,0.8119,0.0165,-1.7849,11.1544,0.3696,11.8,1.0273972602739727,0.1
A140118C00035000,A,2014-01-18,call,35.0,A,9.1,,9.85,,0,61,2013-01-08,0.7502,0.0211,-2.019,13.2681,0.3436,9.475,1.0273972602739727,0.1
A140118C00037000,A,2014-01-18,call,37.0,A,7.85,,8.0,,0,51,2013-01-08,0.7029,0.0248,-2.081,14.5253,0.3204,7.925,1.0273972602739727,0.1
A140118C00040000,A,2014-01-18,call,40.0,A,6.0,,6.1,,0,193,2013-01-08,0.6163,0.0289,-2.2335,16.1103,0.305,6.05,1.0273972602739727,0.1
A140118C00042000,A,2014-01-18,call,42.0,A,4.9,,5.05,,0,285,2013-01-08,0.5538,0.0309,-2.2681,16.7213,0.2959,4.975,1.0273972602739727,0.1
A140118C00045000,A,2014-01-18,call,45.0,A,3.5,,3.65,,5,1025,2013-01-08,0.4562,0.0325,-2.2035,16.8204,0.2829,3.575,1.0273972602739727,0.1
A140118C00050000,A,2014-01-18,call,50.0,A,1.9,,1.96,,0,245,2013-01-08,0.3025,0.0303,-1.8627,14.8467,0.2679,1.93,1.0273972602739727,0.1
A140118C00052500,A,2014-01-18,call,52.5,A,1.33,,1.41,,0,0,2013-01-08,0.2361,0.0274,-1.6147,13.1194,0.2617,1.37,1.0273972602739727,0.1
A140118C00055000,A,2014-01-18,call,55.0,A,0.92,,1.0,,0,322,2013-01-08,0.1813,0.0238,-1.3667,11.2291,0.2579,0.96,1.0273972602739727,0.1
A140118C00060000,A,2014-01-18,call,60.0,A,0.43,,0.5,,0,79,2013-01-08,0.1007,0.0162,-0.8992,7.5212,0.252,0.46499999999999997,1.0273972602739727,0.1
A150117C00020000,A,2015-01-17,call,20.0,A,21.0,,24.7,,0,0,2013-01-08,0.9104,0.005,-0.6057,8.1207,0.4552,22.85,2.0246575342465754,0.1
A150117C00023000,A,2015-01-17,call,23.0,A,18.35,,22.25,,0,0,2013-01-08,0.8828,0.0067,-0.8095,10.3816,0.4297,20.3,2.0246575342465754,0.1
A150117C00025000,A,2015-01-17,call,25.0,A,16.7,,20.25,,0,0,2013-01-08,0.8743,0.0082,-0.7285,11.0197,0.3719,18.475,2.0246575342465754,0.1
A150117C00028000,A,2015-01-17,call,28.0,A,14.35,,18.3,,0,0,2013-01-08,0.8247,0.0102,-1.1121,14.3209,0.3892,16.325,2.0246575342465754,0.1
A150117C00030000,A,2015-01-17,call,30.0,A,14.15,,15.2,,0,0,2013-01-08,0.7957,0.0117,-1.2363,15.9509,0.3779,14.675,2.0246575342465754,0.1
A150117C00033000,A,2015-01-17,call,33.0,A,12.0,,13.1,,0,0,2013-01-08,0.7478,0.0141,-1.3855,18.2365,0.3594,12.55,2.0246575342465754,0.1
A150117C00035000,A,2015-01-17,call,35.0,A,10.75,,11.8,,0,0,2013-01-08,0.7122,0.0155,-1.482,19.6383,0.3509,11.275,2.0246575342465754,0.1
A150117C00037000,A,2015-01-17,call,37.0,A,9.5,,10.6,,0,10,2013-01-08,0.6745,0.017,-1.5536,20.8656,0.3415,10.05,2.0246575342465754,0.1
A150117C00040000,A,2015-01-17,call,40.0,A,7.8,,8.85,,0,279,2013-01-08,0.6142,0.019,-1.6146,22.3267,0.3264,8.325,2.0246575342465754,0.1
A150117C00042000,A,2015-01-17,call,42.0,A,7.15,,7.4,,0,259,2013-01-08,0.5717,0.0201,-1.6288,23.0008,0.3168,7.275,2.0246575342465754,0.1
A150117C00045000,A,2015-01-17,call,45.0,A,5.55,,6.2,,0,21,2013-01-08,0.5072,0.0213,-1.6269,23.485,0.3063,5.875,2.0246575342465754,0.1
A150117C00047000,A,2015-01-17,call,47.0,A,4.65,,5.4,,0,16,2013-01-08,0.4623,0.0219,-1.5855,23.4436,0.2972,5.025,2.0246575342465754,0.1
A150117C00050000,A,2015-01-17,call,50.0,A,4.0,,4.25,,0,23,2013-01-08,0.4038,0.0216,-1.5529,22.9238,0.295,4.125,2.0246575342465754,0.1
A150117C00052500,A,2015-01-17,call,52.5,A,3.3,,3.5,,1,0,2013-01-08,0.3547,0.0212,-1.4753,22.0716,0.2894,3.4,2.0246575342465754,0.1
A150117C00055000,A,2015-01-17,call,55.0,A,2.67,,2.86,,0,14,2013-01-08,0.3076,0.0204,-1.3744,20.8868,0.2834,2.7649999999999997,2.0246575342465754,0.1
A150117C00060000,A,2015-01-17,call,60.0,A,1.73,,1.9,,0,3,2013-01-08,0.2268,0.0181,-1.1545,17.9363,0.2751,1.815,2.0246575342465754,0.1
A130119C00018000,A,2013-01-19,call,18.0,A,23.6,,26.9,,0,0,2013-01-09,0.9999,0.0,0.1795,0.0,0.2888,25.25,0.0273972602739726,0.1
A130119C00019000,A,2013-01-19,call,19.0,A,22.8,,25.8,,0,0,2013-01-09,0.9999,0.0,0.1765,0.0,0.2888,24.3,0.0273972602739726,0.1
A130119C00020000,A,2013-01-19,call,20.0,A,22.6,,23.75,,0,5,2013-01-09,0.9999,0.0,0.1734,0.0,0.2888,23.175,0.0273972602739726,0.1
A130119C00021000,A,2013-01-19,call,21.0,A,20.55,,23.8,,0,0,2013-01-09,0.9999,0.0,0.1704,0.0,0.2888,22.175,0.0273972602739726,0.1
A130119C00022000,A,2013-01-19,call,22.0,A,19.7,,22.8,,0,0,2013-01-09,0.9999,0.0,0.1674,0.0,0.2888,21.25,0.0273972602739726,0.1
A130119C00023000,A,2013-01-19,call,23.0,A,18.7,,21.8,,0,0,2013-01-09,0.9999,0.0,0.1643,0.0,0.2888,20.25,0.0273972602739726,0.1
A130119C00024000,A,2013-01-19,call,24.0,A,17.65,,20.8,,0,0,2013-01-09,0.9999,0.0,0.1613,0.0,0.2888,19.225,0.0273972602739726,0.1
A130119C00025000,A,2013-01-19,call,25.0,A,16.7,,19.8,,0,3,2013-01-09,0.9999,0.0,0.1583,0.0,0.2888,18.25,0.0273972602739726,0.1
A130119C00026000,A,2013-01-19,call,26.0,A,15.8,,18.8,,0,0,2013-01-09,0.9999,0.0,0.1553,0.0,0.2888,17.3,0.0273972602739726,0.1
A130119C00027000,A,2013-01-19,call,27.0,A,14.65,,17.8,,0,0,2013-01-09,0.9999,0.0,0.1522,0.0,0.2888,16.225,0.0273972602739726,0.1
A130119C00028000,A,2013-01-19,call,28.0,A,13.8,,16.8,,0,0,2013-01-09,0.9999,0.0,0.1492,0.0,0.2888,15.3,0.0273972602739726,0.1
A130119C00029000,A,2013-01-19,call,29.0,A,12.7,,15.8,,0,0,2013-01-09,0.9999,0.0,0.1462,0.0,0.2888,14.25,0.0273972602739726,0.1
A130119C00030000,A,2013-01-19,call,30.0,A,11.8,,13.8,,0,12,2013-01-09,0.9999,0.0,0.1431,0.0,0.2888,12.8,0.0273972602739726,0.1
A130119C00031000,A,2013-01-19,call,31.0,A,10.8,,13.8,,0,0,2013-01-09,0.9999,0.0,0.1401,0.0,0.2888,12.3,0.0273972602739726,0.1
A130119C00032000,A,2013-01-19,call,32.0,A,9.8,,12.8,,0,0,2013-01-09,0.9999,0.0,0.1371,0.0,0.2888,11.3,0.0273972602739726,0.1
A130119C00033000,A,2013-01-19,call,33.0,A,9.1,,11.8,,0,0,2013-01-09,0.9999,0.0,0.1341,0.0,0.2888,10.45,0.0273972602739726,0.1
A130119C00034000,A,2013-01-19,call,34.0,A,8.65,,10.25,,0,0,2013-01-09,0.9999,0.0,0.131,0.0,0.2888,9.45,0.0273972602739726,0.1
A130119C00035000,A,2013-01-19,call,35.0,A,8.3,,8.4,,0,141,2013-01-09,0.9999,0.0,0.1277,0.0001,0.2888,8.350000000000001,0.0273972602739726,0.1
A130119C00036000,A,2013-01-19,call,36.0,A,7.3,,7.4,,0,1002,2013-01-09,0.9998,0.0001,0.1206,0.0008,0.2888,7.35,0.0273972602739726,0.1
A130119C00037000,A,2013-01-19,call,37.0,A,6.3,,6.4,,0,1324,2013-01-09,0.9996,0.0005,0.0815,0.0072,0.2888,6.35,0.0273972602739726,0.1
A130119C00038000,A,2013-01-19,call,38.0,A,5.3,,5.4,,15,2663,2013-01-09,0.9978,0.0032,-0.1324,0.0445,0.2888,5.35,0.0273972602739726,0.1
A130119C00039000,A,2013-01-19,call,39.0,A,4.3,,4.4,,10,1868,2013-01-09,0.9895,0.0138,-0.9648,0.1912,0.2888,4.35,0.0273972602739726,0.1
A130119C00040000,A,2013-01-19,call,40.0,A,3.35,,3.45,,13,3360,2013-01-09,0.9609,0.0421,-3.1899,0.5842,0.2888,3.4000000000000004,0.0273972602739726,0.1
A130119C00041000,A,2013-01-19,call,41.0,A,2.4,,2.45,,2,2056,2013-01-09,0.9109,0.0884,-5.6255,1.1157,0.2625,2.425,0.0273972602739726,0.1
A130119C00042000,A,2013-01-19,call,42.0,A,1.5,,1.55,,4,2540,2013-01-09,0.8058,0.1695,-8.6276,1.9055,0.2339,1.525,0.0273972602739726,0.1
A130119C00043000,A,2013-01-19,call,43.0,A,0.75,,0.78,,43,1037,2013-01-09,0.6016,0.2667,-10.8511,2.6747,0.2087,0.765,0.0273972602739726,0.1
A130119C00044000,A,2013-01-19,call,44.0,A,0.27,,0.3,,244,772,2013-01-09,0.3239,0.2621,-9.6016,2.4913,0.1978,0.28500000000000003,0.0273972602739726,0.1
A130119C00045000,A,2013-01-19,call,45.0,A,0.07,,0.09,,0,2357,2013-01-09,0.1208,0.147,-5.3601,1.3934,0.1971,0.08,0.0273972602739726,0.1
A130119C00046000,A,2013-01-19,call,46.0,A,0.0,,0.03,,0,201,2013-01-09,0.0309,0.0509,-1.8602,0.4833,0.1971,0.015,0.0273972602739726,0.1
A130119C00047000,A,2013-01-19,call,47.0,A,0.0,,0.02,,0,1447,2013-01-09,0.0054,0.0112,-0.4126,0.1071,0.1971,0.01,0.0273972602739726,0.1
A130119C00048000,A,2013-01-19,call,48.0,A,0.0,,0.03,,0,74,2013-01-09,0.0005,0.0016,-0.0602,0.0156,0.1971,0.015,0.0273972602739726,0.1
A130119C00049000,A,2013-01-19,call,49.0,A,0.0,,0.02,,0,128,2013-01-09,0.0001,0.0002,-0.0059,0.0015,0.1971,0.01,0.0273972602739726,0.1
A130119C00050000,A,2013-01-19,call,50.0,A,0.0,,0.02,,0,2270,2013-01-09,0.0,0.0,-0.0004,0.0001,0.1971,0.01,0.0273972602739726,0.1
A130119C00052500,A,2013-01-19,call,52.5,A,0.0,,0.02,,0,1074,2013-01-09,0.0,0.0,0.0,0.0,0.1971,0.01,0.0273972602739726,0.1
A130119C00055000,A,2013-01-19,call,55.0,A,0.0,,0.02,,0,2061,2013-01-09,0.0,0.0,0.0,0.0,0.1971,0.01,0.0273972602739726,0.1
A130119C00057500,A,2013-01-19,call,57.5,A,0.0,,0.02,,0,104,2013-01-09,0.0,0.0,0.0,0.0,0.1971,0.01,0.0273972602739726,0.1
A130119C00060000,A,2013-01-19,call,60.0,A,0.0,,0.02,,0,236,2013-01-09,0.0,0.0,0.0,0.0,0.1971,0.01,0.0273972602739726,0.1
A130119C00065000,A,2013-01-19,call,65.0,A,0.0,,0.02,,0,425,2013-01-09,0.0,0.0,0.0,0.0,0.1971,0.01,0.0273972602739726,0.1
A130119C00070000,A,2013-01-19,call,70.0,A,0.0,,0.02,,0,284,2013-01-09,0.0,0.0,0.0,0.0,0.1971,0.01,0.0273972602739726,0.1
A130216C00018000,A,2013-02-16,call,18.0,A,23.8,,26.8,,0,0,2013-01-09,0.9996,0.0,0.1317,0.0,0.3585,25.3,0.10410958904109589,0.1
A130216C00019000,A,2013-02-16,call,19.0,A,22.8,,25.8,,0,0,2013-01-09,0.9996,0.0,0.1287,0.0,0.3585,24.3,0.10410958904109589,0.1
A130216C00020000,A,2013-02-16,call,20.0,A,21.8,,24.9,,0,0,2013-01-09,0.9996,0.0,0.1257,0.0,0.3585,23.35,0.10410958904109589,0.1
A130216C00021000,A,2013-02-16,call,21.0,A,20.8,,23.8,,0,0,2013-01-09,0.9996,0.0,0.1227,0.0,0.3585,22.3,0.10410958904109589,0.1
A130216C00022000,A,2013-02-16,call,22.0,A,20.45,,22.8,,0,0,2013-01-09,0.9996,0.0,0.1196,0.0,0.3585,21.625,0.10410958904109589,0.1
A130216C00023000,A,2013-02-16,call,23.0,A,19.55,,21.9,,0,0,2013-01-09,0.9996,0.0,0.1166,0.0,0.3585,20.725,0.10410958904109589,0.1
A130216C00024000,A,2013-02-16,call,24.0,A,18.55,,20.8,,0,0,2013-01-09,0.9996,0.0,0.1136,0.0,0.3585,19.675,0.10410958904109589,0.1
A130216C00025000,A,2013-02-16,call,25.0,A,17.55,,18.6,,0,0,2013-01-09,0.9996,0.0,0.1105,0.0,0.3585,18.075000000000003,0.10410958904109589,0.1
A130216C00026000,A,2013-02-16,call,26.0,A,16.55,,17.45,,0,0,2013-01-09,0.9996,0.0,0.1072,0.0002,0.3585,17.0,0.10410958904109589,0.1
A130216C00027000,A,2013-02-16,call,27.0,A,15.55,,16.45,,0,0,2013-01-09,0.9995,0.0,0.103,0.0009,0.3585,16.0,0.10410958904109589,0.1
A130216C00028000,A,2013-02-16,call,28.0,A,14.55,,15.45,,0,0,2013-01-09,0.9995,0.0,0.096,0.0031,0.3585,15.0,0.10410958904109589,0.1
A130216C00029000,A,2013-02-16,call,29.0,A,13.55,,14.5,,0,0,2013-01-09,0.9994,0.0001,0.0814,0.0097,0.3585,14.025,0.10410958904109589,0.1
A130216C00030000,A,2013-02-16,call,30.0,A,12.25,,13.75,,0,3,2013-01-09,0.999,0.0004,0.0486,0.0267,0.3585,13.0,0.10410958904109589,0.1
A130216C00031000,A,2013-02-16,call,31.0,A,11.5,,12.5,,0,4,2013-01-09,0.9981,0.0009,-0.022,0.0651,0.3585,12.0,0.10410958904109589,0.1
A130216C00032000,A,2013-02-16,call,32.0,A,10.4,,11.75,,0,1,2013-01-09,0.9961,0.0021,-0.1618,0.1432,0.3585,11.075,0.10410958904109589,0.1
A130216C00033000,A,2013-02-16,call,33.0,A,9.6,,10.45,,0,0,2013-01-09,0.9921,0.0041,-0.4141,0.2853,0.3585,10.024999999999999,0.10410958904109589,0.1
A130216C00034000,A,2013-02-16,call,34.0,A,8.65,,9.5,,0,0,2013-01-09,0.9847,0.0075,-0.8285,0.5197,0.3585,9.075,0.10410958904109589,0.1
A130216C00035000,A,2013-02-16,call,35.0,A,8.35,,8.5,,1,115,2013-01-09,0.9723,0.0127,-1.45,0.8722,0.3585,8.425,0.10410958904109589,0.1
A130216C00036000,A,2013-02-16,call,36.0,A,7.4,,7.5,,0,114,2013-01-09,0.9524,0.0198,-2.3228,1.3647,0.3594,7.45,0.10410958904109589,0.1
A130216C00037000,A,2013-02-16,call,37.0,A,6.45,,6.55,,9,751,2013-01-09,0.9302,0.0277,-3.0669,1.8482,0.3473,6.5,0.10410958904109589,0.1
A130216C00038000,A,2013-02-16,call,38.0,A,5.5,,5.6,,0,1132,2013-01-09,0.9062,0.0371,-3.6037,2.3138,0.3245,5.55,0.10410958904109589,0.1
A130216C00039000,A,2013-02-16,call,39.0,A,4.55,,4.7,,10,15501,2013-01-09,0.8721,0.0497,-4.2219,2.8922,0.303,4.625,0.10410958904109589,0.1
A130216C00040000,A,2013-02-16,call,40.0,A,3.7,,3.8,,0,2062,2013-01-09,0.8201,0.0655,-5.0576,3.63,0.2882,3.75,0.10410958904109589,0.1
A130216C00041000,A,2013-02-16,call,41.0,A,2.9,,2.97,,17,846,2013-01-09,0.7503,0.0832,-5.8599,4.398,0.2749,2.935,0.10410958904109589,0.1
A130216C00042000,A,2013-02-16,call,42.0,A,2.18,,2.23,,6,1305,2013-01-09,0.6608,0.0999,-6.502,5.0716,0.264,2.205,0.10410958904109589,0.1
A130216C00043000,A,2013-02-16,call,43.0,A,1.55,,1.58,,31,4062,2013-01-09,0.5552,0.1131,-6.704,5.4751,0.2518,1.565,0.10410958904109589,0.1
A130216C00044000,A,2013-02-16,call,44.0,A,1.02,,1.05,,87,15248,2013-01-09,0.4374,0.1183,-6.3821,5.4607,0.2401,1.0350000000000001,0.10410958904109589,0.1
A130216C00045000,A,2013-02-16,call,45.0,A,0.63,,0.65,,87,772,2013-01-09,0.3192,0.1113,-5.5846,4.9521,0.2315,0.64,0.10410958904109589,0.1
A130216C00046000,A,2013-02-16,call,46.0,A,0.35,,0.37,,13,365,2013-01-09,0.2122,0.0938,-4.3668,4.0193,0.2229,0.36,0.10410958904109589,0.1
A130216C00047000,A,2013-02-16,call,47.0,A,0.18,,0.2,,0,88,2013-01-09,0.1298,0.0699,-3.1126,2.9293,0.2179,0.19,0.10410958904109589,0.1
A130216C00048000,A,2013-02-16,call,48.0,A,0.08,,0.1,,30,120,2013-01-09,0.0707,0.046,-1.9412,1.8763,0.2121,0.09,0.10410958904109589,0.1
A130216C00049000,A,2013-02-16,call,49.0,A,0.04,,0.05,,0,209,2013-01-09,0.0392,0.0286,-1.2268,1.176,0.2138,0.045,0.10410958904109589,0.1
A130216C00050000,A,2013-02-16,call,50.0,A,0.01,,0.04,,0,110,2013-01-09,0.0203,0.0165,-0.7125,0.6803,0.2146,0.025,0.10410958904109589,0.1
A130216C00055000,A,2013-02-16,call,55.0,A,0.0,,0.03,,0,10,2013-01-09,0.0002,0.0004,-0.0159,0.0151,0.2146,0.015,0.10410958904109589,0.1
A130216C00060000,A,2013-02-16,call,60.0,A,0.0,,0.02,,0,2,2013-01-09,0.0,0.0,-0.0001,0.0001,0.2146,0.01,0.10410958904109589,0.1
A130518C00018000,A,2013-05-18,call,18.0,A,23.25,,26.9,,0,0,2013-01-09,0.9971,0.0,0.3066,0.0002,0.3202,25.075,0.35342465753424657,0.1
A130518C00019000,A,2013-05-18,call,19.0,A,22.6,,25.8,,0,0,2013-01-09,0.9971,0.0,0.3035,0.0005,0.3202,24.200000000000003,0.35342465753424657,0.1
A130518C00020000,A,2013-05-18,call,20.0,A,21.35,,24.6,,0,0,2013-01-09,0.997,0.0,0.2999,0.0018,0.3202,22.975,0.35342465753424657,0.1
A130518C00021000,A,2013-05-18,call,21.0,A,20.35,,23.8,,0,0,2013-01-09,0.997,0.0,0.2954,0.0051,0.3202,22.075000000000003,0.35342465753424657,0.1
A130518C00022000,A,2013-05-18,call,22.0,A,19.45,,22.75,,0,0,2013-01-09,0.9969,0.0001,0.2888,0.0128,0.3202,21.1,0.35342465753424657,0.1
